Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
5579,3.0,0.6421,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",뉴스 본문 배포 금지 내용 구독 기사 코로나19 메인 네이버
5580,8.0,0.8548,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",금융위 금융결제원 거래 시스템 관리 지급결제 권한 핀테크 한은 감독
5581,6.0,0.8287,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",경제 총재 전망 상황 내년 가계 완화 한국은행 단계 통화
5582,6.0,0.8311,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",경제 정책 상황 코로나19 수출 가계 분기 전망 확산 안정
5583,8.0,0.8729,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",지급결제 관리 금융위 한은 개정안 금융 시스템 권한 제도 전자금융거래법
5584,6.0,0.824,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",경제 가계 총재 부채 우려 분기 증가 상황 코로나19 정책
5585,8.0,0.679,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",지급결제 총재 빅테크 안정 중앙은행 의견 금융위 금융결제원 지급결제청산업 내부
5586,6.0,0.8515,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",정책 경제 영향 가계 수출 한은 전망 확산 금리 통화
5587,6.0,0.8068,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",확산 총재 수출 코로나19 경제 전망 상황 분기 회복 충격
5588,6.0,0.5514,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",디지털 화폐 중국 기술 암호 법 위안 발행 전자 사용
5589,8.0,0.5926,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",총재 한국은행 안정 관리 정책 노컷뉴스 금융위 기자 기관 권한
5590,8.0,0.5059,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",경제 총재 안정 중앙은행 고용 관리 정책 한은 추가 지급결제
5591,8.0,0.4957,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",경제 총재 안정 환율 한은 지급결제 중앙은행 금융위 정책 시스템
5592,6.0,0.5212,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",속도 안정 중앙은행 금융 시스템 환율 관리 금융결제원 개정 한은
5593,8.0,0.5162,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",한은 지급결제 전망 총재 금융 금융위 관리 기관 권한 안정
5594,6.0,0.8444,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",확산 뉴스 상황 운영 금리 코로나19 한은 한국은행 기자 거
5595,8.0,0.8655,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",지급결제 거래 시스템 관리 한은 결제 금융결제원 청산 업체 금융위
5596,8.0,0.8384,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",한국은행 청산 금융 빅테크 기관 시스템 금융위 거래 업무 권한
5597,8.0,0.9071,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",금융위 한은 개정안 지급결제 은행 반대 권한 시스템 규제 거래
5598,8.0,0.3582,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",금융 빅테크 국내 규제 소비자 상품 플랫폼 법 서비스 네이버
5599,8.0,0.5102,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",규제 국내 개정안 금융 등록 국회 빅테크 정무 전자금융업자 소비자
5600,3.0,0.6927,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",토스페이먼츠 채용 합격자 진행 사업 인터뷰 직장 연봉 최종 기자
5601,4.0,0.5024,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",토스페이먼츠 채용 결제 합격자 지원 사업 직무 발표 접수 환경
5602,3.0,0.5483,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",토스페이먼츠 채용 금지 비바리퍼블리카 토스 투표 전자지급결제대행 디자인 경력직 보안
5603,3.0,0.4752,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",토스페이먼츠 직무 발표 인터뷰 사업 접수 수준 결제 달 시작
5604,9.0,0.4169,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",비트코인 달러 테슬라 대출 시장 투자 프로그램 부양책 주식 기업
5605,3.0,0.4509,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",토스페이먼츠 결제 사업 채용 디지털 지원 직무 합격자 데일리 기자
5606,3.0,0.4629,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",토스페이먼츠 결제 사업 토스 지원 채용 기술 거래액 머니 네이버
5607,8.0,0.5146,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",신임 경제 서울 부총재 제도 협력 총재 실장 국회 기획
5608,4.0,0.5496,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",디지털 혁신 프로젝트 구축 금융 인프라 고객 국민은행 채널 플랫폼
5609,9.0,0.8461,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",비트코인 달러 뉴스 시작 투자자 억만장자 플랫폼 투자 업체 규제
5610,6.0,0.4014,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",부총재 한은법 경제 신임 한은 법학 기획 금융 대응 협력
5611,9.0,0.649,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",비트코인 금 달러 투자 가상화폐 자산 미국 수단 가치 운용
5612,7.0,0.3615,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",카드 신용 블록체인 결제 특허 거래 신한 가맹점 기술 시스템
5613,8.0,0.9149,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",빅테크 업체 권한 지급결제 감독 국회 관리 금융위 위원회 한은
5614,4.0,0.4336,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",금융 은행 회장 김광수 농협 출신 행정 고시 연합 아이
5615,2.0,0.386,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",금융 경제 마이데이터 산업 아시아 혁신 데이터 정보 단장 자금
5616,2.0,0.2971,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",금융 규제 회사 핀테크 결제 중국 미국 빅테크 금융당국 시장
5617,3.0,0.3605,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",토스 금융 보험 토스뱅크 서비스 설계사 고객 플랫폼 회사 앱
5618,3.0,0.5058,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",토스페이먼츠 결제 채용 지원 사업 직무 합격자 중심 전자 전문
5619,4.0,0.3548,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",카드사 사업 플랫폼 마이데이터 전자 본부 신문 금융 결제 서비스
5620,9.0,0.6905,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",비트코인 달러 투자 암호화폐 시세 코인 결제 금 자산 최고
5621,4.0,0.5514,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",금융 데이터 행장 부 플랫폼 고객 정보 전자 마이데이터 핵심
5622,8.0,0.831,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",금융위 한은 개정안 지급결제 금융 총재 시스템 감독 한국은행 전자금융거래법
5623,8.0,0.4484,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",핀테크 전금법 금융 지급결제 결제 기업 지원 경제 규제 한은
5624,8.0,0.537,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",감독 지급결제 중앙은행 금융 핀테크 권한 한은 관리 업무 은행
5625,8.0,0.7955,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",청산 빅테크 금융위 금융 기관 은행 금융결제원 감독 한은 지급결제
5626,6.0,0.4793,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",화폐 금 사용 발행 금속 지폐 세계 국가 은행 교환
5627,7.0,0.4094,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",시스템 국가 지급결제 캄보디아 구축 한국 사업 금융 금결원 전산망
5628,7.0,0.3206,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",기관 이체 금융 결제 전자 현금 시스템 실시간 신문 수단
5629,7.0,0.3864,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",시스템 캄보디아 한국 금융 지급결제 국가 사업 서비스 구축 전자
5630,7.0,0.5251,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",금융 시스템 해외 센터 신문 디지털 국내 구축 금융결제원 전자
5631,7.0,0.5349,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",플럭스 포인트 노틸러스 블록체인 플랫폼 바우처 체크카드 토큰 업무 협약
5632,8.0,0.7669,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",금융위 청산 한은 기관 핀테크 거래 페이 금융 지급결제 금결원
5633,4.0,0.5173,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",분과 장사 핀테크 산업 협회 금융 사사 개편 회원 사
5634,8.0,0.8603,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",금융 감독 업무 지급결제 제도 금융위 전금법 혁신 개정안 금융결제원
5635,4.0,0.5642,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",정책 연구소 데이터 기업 기술 의료 투자 도입 비전 원격
5636,7.0,0.6128,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",전자 신문 경기 지급결제 국가 캄보디아 시스템 방식 배포 센터
5637,9.0,0.4591,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",화폐 코인 디지털 비트코인 가치 암호화폐 거 전망 성공 이야기
5638,8.0,0.8721,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",한은 금융 갈등 금융결제원 금융위 감독 기관 관리 국회 지급결제
5639,8.0,0.8196,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",지급결제 감독 제도 금융위 기관 한은 시스템 개정안 운영 금융
5640,8.0,0.8202,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",금융 감독 지급결제 업무 제도 금융위 전금법 개정안 혁신 기관
5641,3.0,0.4887,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",서비스 계좌 개정안 결제 돈 가능 금융 네이버 제공 플랫폼
5642,8.0,0.7499,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",경제 시스템 감독 금융위 총재 중앙은행 개정안 금융결제원 한은 안정
5643,4.0,0.2681,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",대표 블록체인 내년 산업 디파이 금융 중앙 제도 전망 디지털
5644,2.0,0.6041,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",핀테크 계좌 돈 결제 업체 개정안 허용 카드 금융 은행
5645,2.0,0.6237,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",마이데이터 카드 금감원 사업 금융 기관 제재 삼성 업계 허가
5646,8.0,0.9248,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",금융위 한은 청산 개정안 빅테크 기관 감독 업무 전자금융거래법 금융
5647,8.0,0.9012,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",한은 지급결제 개정안 위원회 결제 금융 요구 운영 제도 검사
5648,8.0,0.9012,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",금융위 권한 한은 거래 개정안 지급결제 관리 금융 빅테크 국회
5649,9.0,0.6755,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",비트코인 암호화폐 달러 자산 디지털 수단 투자 가격 화폐 세계
5650,8.0,0.9552,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",네이버 금융위 핀테크 나라 전자금융거래법 지급결제 개정안 총재 감독 금융
5651,8.0,0.6466,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",금융위 개정 동영상 지급결제 네이버 머니 경제 중앙은행 전자금융거래법 시
5652,7.0,0.3156,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",대표 서비스 기업 기술 모바일 호두 업체 랩스 창업 시장
5653,2.0,0.4263,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",국채 등록 개인 예탁 업무 한은 발행 기관 판매 지정
5654,8.0,0.8428,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",금융위 한은 금융결제원 거래 관리 시스템 개정안 권한 지급결제 결제
5655,3.0,0.392,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",카드사 서비스 핀테크 자산 금융 플랫폼 자산관리 고객 시장 네이버
5656,8.0,0.8692,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",금융위 한은 금융 거래 지급결제 권한 관리 개정안 금융결제원 감독
5657,2.0,0.529,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",금융 이용자 디지털 서비스 마련 개정 핀테크 제도 법안 혁신
5658,2.0,0.4659,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",금융 결제 핀테크 빅테크 업체 내용 플랫폼 감독 금융결제원 회사
5659,3.0,0.3086,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",토스 금융 서비스 고객 증권 토스증권 투자 보험 토스뱅크 모바일
5660,6.0,0.5763,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",디지털 화폐 암호 중국 중앙은행 기술 발행 위안 법 정부
5661,8.0,0.5056,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",금융 디지털 혁신 이용자 업무 정비 기관 핀테크 체계 산업
5662,5.0,0.2881,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 기업, 경제",기업 코로나 국내 산업 시장 회계 해소 경제 청약 운영
5663,8.0,0.4869,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",금융 디지털 이용자 전자금융거래법 혁신 보호 핀테크 체계 위원장 내용
5664,8.0,0.831,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",청산 거래 금융 개정안 한은 기관 업무 디지털 금융결제원 지급결제
5665,8.0,0.4966,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",금융 이용자 업무 결제 가능 개정안 감독 자금 서비스 빅테크
5666,8.0,0.5707,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",결제 금융 업무 거래 개정안 지급 청산 한은 금융위 전자
5667,8.0,0.8946,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",개정안 업무 의원 발의 한은 청산 금융결제원 디지털 지급결제 제도
5668,4.0,0.5716,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",금융 마이데이터 산업 데이터 정보 한국 신문 전자 위원회 시장
5669,9.0,0.8146,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",가상화폐 비트코인 운용 달러 기술 긍정 자산 코인 온라인 서비스
5670,3.0,0.534,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",환전 은행 서비스 대출 디지털 가능 지갑 금융 신용 글로벌
5671,9.0,0.8403,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",비트코인 가상화폐 평가 기술 자산 코인 운용 블록체인 긍정 가치
5672,3.0,0.2838,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",통신 사업자 부 신고 등록 서비스 상태 은행 정보 카카오페이
5673,6.0,0.8379,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",디지털 발행 위안 화폐 중앙은행 연구 금융 세계 중국 거래
5674,3.0,0.4681,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",마케팅 국내 프라이데이 블랙 해외 코로나19 카드사 직구 광군 이벤트
5675,0.0,0.4046,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",토스 투자 비바리퍼블리카 금융 법인 증권사 사업 준비 주식 아이
5676,3.0,0.5664,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",달러 결제 카드 해외 혜택 할인 시 카드사 직구 온라인
5677,2.0,0.5105,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",의원 금융 발의 내용 종합지급결제업 허용 개정안 업체 입법 국회
5678,3.0,0.5521,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",쿠팡 서비스 사업 배송 유통 커머스 콘텐츠 시장 온라인 아마존
5679,2.0,0.5431,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",데이터 정보 회사 보험 부수업무 빅데이터 활용 업무 자격 결합
5680,0.0,0.5834,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",투자 휴대폰 삼성 페이 결제 연구원 성장 손 이익 온라인
5681,3.0,0.6452,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",금융 결제 서비스 현지 환전 업무 싱가포르 이용 경제 사업자
5682,4.0,0.3298,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",서비스 플랫폼 신한 금융 보험 알파 쏠 제공 의료 기능
5683,3.0,0.6566,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",카카오페이 결제 발생 접속 오류 시스템 이용자 이용 앱 한경
5684,7.0,0.2959,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",결제 카카오페이 오류 접속 발생 투자 김세관 복구 시 트래픽
5685,4.0,0.5466,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",핀테크 현장 금융 간담회 협회 소통 산업 금융감독원 한국 사항
5686,4.0,0.9343,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",금융 세미나 지급결제 코로나 언택트 디지털 경제 전자 주제 시대
5687,4.0,0.3495,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",서비스 금융 고객 모바일 디지털 신용카드 신용 카드 중국 전자
5688,0.0,0.5291,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",증가 매출 결제 대비 페이 분기 코 사업 확대 가맹점
5689,0.0,0.5181,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",결제 매출 사업 분기 부문 페이 대비 코 집중 증가
5690,0.0,0.4676,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",증가 매출 대비 결제 사업 페이 부문 코 성장 거래
5691,0.0,0.4733,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",매출 분기 지난해 결제 사업 증가 부문 기록 페이 성장
5692,3.0,0.3535,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",나이스 기업 금융 중소기업 서비스 플랫폼 지원 제공 은행 접근성
5693,3.0,0.5751,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",결제 금융 서비스 환전 현지 싱가포르 라오스 이용 경제 오프라인
5694,6.0,0.3825,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",사용 현금 선택 보장 주제 화폐 공모전 대상 사랑 응모작
5695,7.0,0.4396,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",금융 뱅킹 글로벌 대표 코어 상품 구축 소프트웨어 은행 뱅크
5696,0.0,0.835,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",달러 홍콩 청약 최대 앤트 개인 신청 상장 그룹 투자자
5697,9.0,0.7804,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",비트코인 가상화폐 운용 긍정 달러 기술 서울 자산 가격 코인
5698,1.0,0.7483,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",제로페이 결제 소상공인 온라인 수수료 결원 오프라인 가맹점 서비스 결제액
5699,0.0,0.927,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",그룹 앤트 중국 홍콩 상장 달러 주식 기업 동시 증시
5700,0.0,0.9192,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",앤트 그룹 주식 달러 중국 홍콩 최대 청약 투자자 기업
5701,0.0,0.6575,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",넥 인수 네츠 시 결제 이탈리아 기대 업체 협상 지급
5702,1.0,0.7982,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",결제 카드 감소 코로나19 증가 일평균 이용 동기 둔화 폭
5703,1.0,0.8462,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",증가 규모 카드 코로나19 확산 결제 지급 뉴스 통계 신용
5704,1.0,0.6721,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",결제 확산 작년 평균 전자 증거금 하루 대비 코로나 청약
5705,1.0,0.8384,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",증가 카드 대비 동기 코로나19 사용 어음 액 이용 전자
5706,1.0,0.9278,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",결제 카드 코로나19 이용 증가세 모바일 확산 기기 하루 신용
5707,1.0,0.3982,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",코로나19 저작권자 발표 팩 평균 배포 기자 제보 박영석 무단
5708,1.0,0.8603,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",결제 일평균 모바일 규모 기간 작년 카드 통계 기기 국내
5709,1.0,0.9134,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",결제 증가 규모 이용 이체 작년 일평균 카드 한국은행 기간
5710,1.0,0.8539,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",결제 작년 규모 일평균 카드 기간 수도 이용 모바일 기기
5711,0.0,0.5968,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",알리바바 중국 마윈 앤트 그룹 당국 운영 달러 최대 규제
5712,4.0,0.5964,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",금융 디지털 해외 그룹 기술 서비스 데이터 센터 산학 국내
5713,0.0,0.7252,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",그룹 앤트 중국 홍콩 상장 증시 마윈 당국 상하 감독
5714,1.0,0.3834,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",코로나19 결제 피싱 메신저 피해 기간 감소 지난해 규모 국내
5715,7.0,0.4327,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",기술 시장 관리 신원 플랫폼 기반 디지털 전자 대표 혁신
5716,0.0,0.7422,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",앤트 그룹 상장 공모주 중국 투자 참여 수요 이번 중단
5717,6.0,0.5501,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",중앙은행 혼합형 한국은행 방식 운영 화폐 디지털 구조 업무 구축
5718,0.0,0.5176,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",매출 분기 결제 부문 페이 대비 코 증가 사업 커머스
5719,8.0,0.5785,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",금융 경제 윤관석 황보선 부분 법 의원 펀드 시장 이번
5720,4.0,0.7181,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",금융 지급결제 코로나 언택트 시대 뉴스 디지털 세미나 전자 금융결제원
5721,8.0,0.9401,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",금융위 위원장 한은 개정안 의견서 뉴스 제출 금융결제원 국회 기관
5722,3.0,0.5349,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",앱 애플 수수료 개발자 스토어 중소 수익 프로그램 개발 규모
5723,6.0,0.7754,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",중국 국제 위안 위안화 디지털 경제 규제 베이징 서울 환율
5724,3.0,0.4599,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",앱 애플 수수료 구글 개발자 스토어 중소 결제 기업 달러
5725,8.0,0.8985,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",금융위 개정안 한은 지급결제 반대 권한 은행 국회 업무 지급
5726,4.0,0.372,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",고객 금융 데이터 서비스 결제 기반 대출 중소기업 중심 매니지먼트
5727,9.0,0.6668,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",비트코인 가치 자산 투자 화폐 통화 세계 지급결제 기회 역할
